statenum stateid year pop rgdpch gdppc origin
395 ICE 1977 222.24 16464.29 7412.87 0
395 ICE 1978 224.10 17152.46 8305.50 0
395 ICE 1979 226.03 17812.97 9116.60 0
395 ICE 1980 228.16 18727.74 10495.91 0
395 ICE 1981 230.54 19304.14 11735.47 0
395 ICE 1982 233.13 19499.94 12486.49 0
395 ICE 1983 235.86 18676.32 12376.69 0
395 ICE 1984 238.64 19307.09 13176.18 0
395 ICE 1985 241.40 19677.59 13772.16 0
395 ICE 1986 244.12 20610.73 15071.59 0
395 ICE 1987 246.84 22221.83 16958.43 0
395 ICE 1988 249.53 21966.88 17282.34 0
395 ICE 1989 252.18 21699.76 17459.23 0
395 ICE 1990 254.79 21729.27 18167.13 0
395 ICE 1991 257.35 21513.70 18691.99 0
395 ICE 1992 259.86 20595.38 18272.96 0
395 ICE 1993 262.35 20549.92 18378.39 0
395 ICE 1994 264.88 21126.24 19293.41 0
395 ICE 1995 267.48 20920.13 19555.65 0
395 ICE 1996 270.16 21860.44 20466.62 0
395 ICE 1997 272.92 22816.30 21741.07 0
395 ICE 1998 275.72 24005.96 23341.07 0
395 ICE 1999 278.51 24722.76 24339.19 0
395 ICE 2000 281.27 25794.63 25794.63 0
395 ICE 2001 284.00 26309.36 26950.59 0
395 ICE 2002 286.68 25498.17 26736.33 0
395 ICE 2003 289.33 26347.29 27828.19 0
395 ICE 2004 291.96 27898.95 29901.66 0
402 CAP 1975 280.26 1846.42 532.23 0
402 CAP 1976 282.52 1881.30 596.51 0
402 CAP 1977 285.69 1891.18 806.82 0
402 CAP 1978 288.86 1894.85 813.45 0
402 CAP 1979 292.28 1917.87 876.48 0
402 CAP 1980 296.04 1929.96 1004.42 0
402 CAP 1981 300.19 2061.11 1113.68 0
402 CAP 1982 304.59 2121.02 1221.78 0
402 CAP 1983 309.26 2377.16 1392.39 0
402 CAP 1984 314.24 2492.20 1504.00 0
402 CAP 1985 319.49 2715.44 1626.96 0
402 CAP 1986 325.01 2763.41 1804.73 0
402 CAP 1987 330.78 2753.12 1921.90 0
402 CAP 1988 336.77 2926.82 2102.21 0
402 CAP 1989 342.95 2966.19 2225.66 0
402 CAP 1990 349.26 2866.58 2204.90 0
402 CAP 1991 355.55 2939.89 2375.81 0
402 CAP 1992 361.64 2963.60 2525.87 0
402 CAP 1993 367.52 3169.75 2733.18 0
402 CAP 1994 373.16 3116.64 2882.00 0
402 CAP 1995 378.52 3487.82 3124.31 0
402 CAP 1996 383.58 3523.90 3437.32 0
402 CAP 1997 388.38 3888.80 3582.24 0
402 CAP 1998 392.94 4172.70 4029.88 0
402 CAP 1999 397.27 4483.42 4582.32 0
402 CAP 2000 401.34 4983.36 4983.36 0
402 CAP 2001 405.16 4810.01 5060.43 0
402 CAP 2002 408.76 4939.42 5398.49 0
402 CAP 2003 412.14 5116.88 5900.00 0
402 CAP 2004 412.14 5116.88 6458 1
403 STP 1975 81.61 1221.93 498.77 0
403 STP 1976 84.18 1229.22 498.46 0
403 STP 1977 86.80 1605.16 599.29 0
403 STP 1978 89.37 1626.64 653.24 0
403 STP 1979 91.80 1934.41 727.87 0
403 STP 1980 94.07 1816.05 818.49 0
403 STP 1981 96.44 1455.72 862.22 0
403 STP 1982 98.59 1466.68 955.32 0
403 STP 1983 100.84 1350.21 934.25 0
403 STP 1984 103.18 1243.16 877.37 0
403 STP 1985 105.62 1344.39 972.52 0
403 STP 1986 108.17 1285.86 953.54 0
403 STP 1987 110.81 1287.27 943.72 0
403 STP 1988 113.57 1432.29 1026.60 0
403 STP 1989 116.45 1485.66 982.44 0
403 STP 1990 119.45 1470.29 1150.71 0
403 STP 1991 122.60 1433.42 1212.80 0
403 STP 1992 125.91 1341.10 1169.79 0
403 STP 1993 129.43 1299.43 1139.28 0
403 STP 1994 133.15 1298.97 1169.24 0
403 STP 1995 137.09 1270.54 1199.13 0
403 STP 1996 141.25 1230.46 1214.76 0
403 STP 1997 145.61 1316.93 1219.22 0
403 STP 1998 150.17 1297.10 1251.72 0
403 STP 1999 154.93 1242.52 1230.85 0
403 STP 2000 159.88 1300.18 1300.18 0
403 STP 2001 165.03 1355.40 1368.78 0
403 STP 2002 170.37 1351.98 1404.89 0
403 STP 2003 175.88 1384.69 1471.32 0
403 STP 2004 180.04 1321.74 1451.76 0
404 GNB 1974 640.04 662.65 269.10 0
404 GNB 1975 680.92 759.87 314.62 0
404 GNB 1976 732.71 719.05 310.58 0
404 GNB 1977 745.23 706.69 322.42 0
404 GNB 1978 758.11 652.80 310.20 0
404 GNB 1979 771.38 657.78 338.05 0
404 GNB 1980 789.10 507.65 313.26 0
404 GNB 1981 807.41 638.50 417.01 0
404 GNB 1982 826.22 634.34 409.89 0
404 GNB 1983 845.50 635.52 450.31 0
404 GNB 1984 865.29 658.20 433.84 0
404 GNB 1985 885.58 631.94 407.19 0
404 GNB 1986 906.42 636.99 482.82 0
404 GNB 1987 927.84 624.66 492.90 0
404 GNB 1988 949.87 611.65 519.43 0
404 GNB 1989 972.60 645.71 539.59 0
404 GNB 1990 996.07 648.38 605.00 0
404 GNB 1991 1020.15 650.04 613.85 0
404 GNB 1992 1050.84 466.11 568.57 0
404 GNB 1993 1083.97 546.14 640.80 0
404 GNB 1994 1115.85 628.05 710.46 0
404 GNB 1995 1142.34 636.61 726.43 0
404 GNB 1996 1165.24 671.94 753.11 0
404 GNB 1997 1193.03 676.40 690.54 0
404 GNB 1998 1221.18 494.35 503.28 0
404 GNB 1999 1249.50 545.30 557.02 0
404 GNB 2000 1278.26 762.40 762.40 0
404 GNB 2001 1306.28 576.67 635.47 0
404 GNB 2002 1333.45 548.04 597.19 0
404 GNB 2003 1360.83 583.81 638.51 0
404 GNB 2004 1360.83 583.81 699 1
411 EQG 1968 263.38 1188.81 259.33 0
411 EQG 1969 266.90 1215.33 276.27 0
411 EQG 1970 270.44 1205.73 221.01 0
411 EQG 1971 274.00 1218.73 239.62 0
411 EQG 1972 277.60 1235.64 257.50 0
411 EQG 1973 271.30 1423.86 305.72 0
411 EQG 1974 249.95 1539.96 366.80 0
411 EQG 1975 213.29 2033.06 546.16 0
411 EQG 1976 190.81 2473.30 731.62 0
411 EQG 1977 192.68 2706.63 833.85 0
411 EQG 1978 194.60 2512.69 795.67 0
411 EQG 1979 221.30 2150.86 742.06 0
411 EQG 1980 256.01 1940.60 724.70 0
411 EQG 1981 271.78 1859.26 797.40 0
411 EQG 1982 285.48 1860.43 856.93 0
411 EQG 1983 299.58 1768.52 889.06 0
411 EQG 1984 314.39 1716.63 933.77 0
411 EQG 1985 324.64 1696.65 1025.08 0
411 EQG 1986 332.74 1557.75 884.91 0
411 EQG 1987 341.14 1432.47 754.46 0
411 EQG 1988 349.87 1550.44 885.96 0
411 EQG 1989 358.91 1469.20 1003.73 0
411 EQG 1990 368.28 1584.98 982.89 0
411 EQG 1991 377.92 1538.32 1110.72 0
411 EQG 1992 387.74 1777.50 1241.60 0
411 EQG 1993 397.78 1531.37 1014.24 0
411 EQG 1994 408.03 930.21 530.69 0
411 EQG 1995 418.50 1028.13 862.31 0
411 EQG 1996 429.19 1627.74 1297.04 0
411 EQG 1997 440.10 3678.03 2796.92 0
411 EQG 1998 451.24 4469.95 2367.31 0
411 EQG 1999 462.61 5323.68 3809.22 0
411 EQG 2000 474.21 6494.54 6494.54 0
411 EQG 2001 486.06 9087.65 8655.71 0
411 EQG 2002 498.14 13303.17 15016.80 0
411 EQG 2003 510.47 11586.89 10320.27 0
411 EQG 2004 510.47 11586.89 11297 1
420 GAM 1965 411.95 870.99 254.37 0
420 GAM 1966 425.55 896.12 271.18 0
420 GAM 1967 439.59 867.48 269.53 0
420 GAM 1968 454.11 895.30 281.21 0
420 GAM 1969 469.10 885.42 290.80 0
420 GAM 1970 484.58 904.27 325.82 0
420 GAM 1971 500.58 880.50 319.00 0
420 GAM 1972 517.10 855.35 298.77 0
420 GAM 1973 534.17 902.90 416.21 0
420 GAM 1974 551.80 923.69 438.19 0
420 GAM 1975 570.02 994.48 387.03 0
420 GAM 1976 588.84 979.16 410.58 0
420 GAM 1977 608.27 995.70 420.49 0
420 GAM 1978 628.35 917.73 494.91 0
420 GAM 1979 649.10 857.99 516.17 0
420 GAM 1980 670.52 876.86 602.11 0
420 GAM 1981 692.66 886.02 648.82 0
420 GAM 1982 715.52 968.41 784.32 0
420 GAM 1983 739.14 960.78 695.12 0
420 GAM 1984 767.02 924.49 637.02 0
420 GAM 1985 796.21 899.86 656.57 0
420 GAM 1986 826.68 929.67 703.25 0
420 GAM 1987 858.43 909.81 727.90 0
420 GAM 1988 891.49 914.22 748.65 0
420 GAM 1989 925.87 917.14 718.42 0
420 GAM 1990 961.61 910.60 753.40 0
420 GAM 1991 998.52 889.05 805.09 0
420 GAM 1992 1036.44 888.84 830.46 0
420 GAM 1993 1075.40 870.11 971.45 0
420 GAM 1994 1115.21 828.95 1045.43 0
420 GAM 1995 1155.68 772.20 982.24 0
420 GAM 1996 1196.78 786.80 995.62 0
420 GAM 1997 1238.47 787.29 1229.56 0
420 GAM 1998 1280.75 833.79 1356.00 0
420 GAM 1999 1323.63 925.40 905.57 0
420 GAM 2000 1367.12 953.86 953.86 0
420 GAM 2001 1411.20 963.24 987.31 0
420 GAM 2002 1455.84 890.49 931.08 0
420 GAM 2003 1501.05 936.84 1000.20 0
420 GAM 2004 1501.05 936.84 1095 1
432 MLI 1960 4486.16 796.72 161.86 0
432 MLI 1961 4575.52 765.64 157.27 0
432 MLI 1962 4667.81 728.73 151.75 0
432 MLI 1963 4763.13 756.11 159.84 0
432 MLI 1964 4861.58 601.40 135.36 0
432 MLI 1965 4963.29 622.35 143.49 0
432 MLI 1966 5068.37 624.74 146.64 0
432 MLI 1967 5176.93 598.88 154.89 0
432 MLI 1968 5289.12 626.95 172.37 0
432 MLI 1969 5405.07 620.89 179.54 0
432 MLI 1970 5524.91 671.99 198.07 0
432 MLI 1971 5648.79 699.27 208.28 0
432 MLI 1972 5776.87 712.17 219.51 0
432 MLI 1973 5909.29 638.03 207.93 0
432 MLI 1974 6046.24 661.50 252.97 0
432 MLI 1975 6187.87 690.30 274.93 0
432 MLI 1976 6334.38 725.01 296.37 0
432 MLI 1977 6421.61 752.14 329.29 0
432 MLI 1978 6517.16 773.66 355.40 0
432 MLI 1979 6620.34 800.86 398.99 0
432 MLI 1980 6730.91 821.90 456.92 0
432 MLI 1981 6849.08 767.03 451.52 0
432 MLI 1982 6975.34 717.33 449.36 0
432 MLI 1983 7110.34 745.41 478.31 0
432 MLI 1984 7254.87 757.11 519.04 0
432 MLI 1985 7408.10 728.39 557.53 0
432 MLI 1986 7569.07 860.32 637.83 0
432 MLI 1987 7738.31 856.87 666.18 0
432 MLI 1988 7884.08 829.26 624.90 0
432 MLI 1989 8049.71 873.86 685.61 0
432 MLI 1990 8228.17 864.21 713.45 0
432 MLI 1991 8412.15 872.90 727.02 0
432 MLI 1992 8565.05 916.03 781.96 0
432 MLI 1993 8719.41 948.25 819.07 0
432 MLI 1994 8911.30 922.30 786.31 0
432 MLI 1995 9157.33 913.88 830.16 0
432 MLI 1996 9451.95 991.58 912.63 0
432 MLI 1997 9746.19 973.63 914.28 0
432 MLI 1998 10053.97 1105.48 1059.09 0
432 MLI 1999 10360.39 1119.33 1047.45 0
432 MLI 2000 10665.38 1046.72 1046.72 0
432 MLI 2001 10980.05 1162.51 1190.30 0
432 MLI 2002 11300.45 1130.37 1142.62 0
432 MLI 2003 11626.22 1183.81 1238.10 0
432 MLI 2004 11980.31 1183.42 1285.78 0
433 SEN 1960 3269.81 1775.61 458.83 0
433 SEN 1961 3348.23 1702.75 471.02 0
433 SEN 1962 3430.24 1688.38 465.42 0
433 SEN 1963 3516.03 1644.69 465.72 0
433 SEN 1964 3636.14 1627.73 473.71 0
433 SEN 1965 3743.97 1628.31 461.03 0
433 SEN 1966 3856.53 1639.95 476.19 0
433 SEN 1967 3965.84 1558.41 474.85 0
433 SEN 1968 4073.83 1617.30 468.67 0
433 SEN 1969 4192.72 1442.77 425.99 0
433 SEN 1970 4317.89 1495.89 484.87 0
433 SEN 1971 4450.14 1457.01 491.36 0
433 SEN 1972 4588.70 1460.56 511.27 0
433 SEN 1973 4727.16 1363.19 493.45 0
433 SEN 1974 4872.24 1387.76 568.01 0
433 SEN 1975 4989.17 1448.79 653.29 0
433 SEN 1976 5100.50 1568.44 725.55 0
433 SEN 1977 5231.91 1463.64 761.35 0
433 SEN 1978 5365.33 1425.34 768.44 0
433 SEN 1979 5500.97 1478.13 864.91 0
433 SEN 1980 5639.78 1411.80 881.96 0
433 SEN 1981 5782.76 1346.84 926.97 0
433 SEN 1982 5930.04 1517.17 1069.35 0
433 SEN 1983 6081.90 1512.58 1093.95 0
433 SEN 1984 6238.59 1390.06 1108.85 0
433 SEN 1985 6400.40 1464.18 1176.22 0
433 SEN 1986 6567.51 1457.94 1258.36 0
433 SEN 1987 6740.07 1474.44 1307.88 0
433 SEN 1988 6918.36 1519.97 1376.80 0
433 SEN 1989 7137.01 1455.11 1381.56 0
433 SEN 1990 7361.66 1441.95 1441.70 0
433 SEN 1991 7592.08 1411.53 1447.72 0
433 SEN 1992 7820.66 1385.74 1454.01 0
433 SEN 1993 8050.04 1328.98 1408.46 0
433 SEN 1994 8283.56 1352.54 1397.05 0
433 SEN 1995 8525.23 1330.44 1393.66 0
433 SEN 1996 8773.87 1348.09 1441.12 0
433 SEN 1997 9021.51 1414.65 1468.94 0
433 SEN 1998 9272.52 1412.10 1507.10 0
433 SEN 1999 9526.94 1492.38 1532.33 0
433 SEN 2000 9784.33 1571.37 1571.37 0
433 SEN 2001 10045.80 1389.94 1845.92 0
433 SEN 2002 10311.50 1370.98 1862.90 0
433 SEN 2003 10580.31 1406.54 1949.40 0
433 SEN 2004 10580.31 1406.54 2134 1
434 BEN 1960 2055.08 955.91 191.68 0
434 BEN 1961 2101.85 944.78 194.16 0
434 BEN 1962 2151.90 879.14 185.51 0
434 BEN 1963 2202.78 908.61 193.67 0
434 BEN 1964 2255.76 966.97 204.52 0
434 BEN 1965 2310.71 1017.57 213.77 0
434 BEN 1966 2367.95 1045.49 228.46 0
434 BEN 1967 2427.33 1046.85 236.24 0
434 BEN 1968 2488.96 1070.42 256.77 0
434 BEN 1969 2553.16 1104.06 262.98 0
434 BEN 1970 2619.81 1103.57 276.50 0
434 BEN 1971 2689.27 1109.84 284.98 0
434 BEN 1972 2761.41 1244.71 315.59 0
434 BEN 1973 2836.32 1231.59 348.42 0
434 BEN 1974 2914.44 1254.51 372.22 0
434 BEN 1975 2995.61 1163.39 358.41 0
434 BEN 1976 3080.27 1182.12 389.08 0
434 BEN 1977 3168.27 1022.29 368.80 0
434 BEN 1978 3259.76 987.80 379.46 0
434 BEN 1979 3354.80 1071.13 463.13 0
434 BEN 1980 3444.12 1130.22 571.84 0
434 BEN 1981 3539.69 1094.28 571.01 0
434 BEN 1982 3641.13 1174.14 651.00 0
434 BEN 1983 3748.27 1085.84 645.60 0
434 BEN 1984 3861.45 1145.45 762.91 0
434 BEN 1985 3980.32 1197.76 833.83 0
434 BEN 1986 4104.48 1182.78 821.00 0
434 BEN 1987 4234.47 1129.92 840.89 0
434 BEN 1988 4370.56 1127.63 869.14 0
434 BEN 1989 4512.96 1082.15 895.67 0
434 BEN 1990 4661.95 1086.46 838.99 0
434 BEN 1991 4816.54 1112.92 891.68 0
434 BEN 1992 4975.77 1125.05 910.08 0
434 BEN 1993 5139.99 1125.87 934.11 0
434 BEN 1994 5309.38 1123.61 981.25 0
434 BEN 1995 5484.00 1130.40 1010.60 0
434 BEN 1996 5663.57 1167.83 1096.80 0
434 BEN 1997 5847.76 1188.48 1127.69 0
434 BEN 1998 6036.61 1208.56 1143.30 0
434 BEN 1999 6230.16 1222.01 1180.75 0
434 BEN 2000 6428.40 1251.47 1251.47 0
434 BEN 2001 6630.32 1273.87 1253.20 0
434 BEN 2002 6834.80 1311.53 1307.49 0
434 BEN 2003 7041.49 1345.39 1373.77 0
434 BEN 2004 7041.49 1345.39 1504 1
435 MAA 1960 1117.38 1118.87 208 -1
435 MAA 1961 1131.82 1213.55 225 -1
435 MAA 1962 1146.76 1181.99 222 -1
435 MAA 1963 1162.20 1055.76 206 -1
435 MAA 1964 1178.28 1203.51 253 -1
435 MAA 1965 1195.01 1265.19 273 -1
435 MAA 1966 1212.43 1227.89 276 -1
435 MAA 1967 1230.54 1209.24 278 -1
435 MAA 1968 1249.38 1225.02 291 -1
435 MAA 1969 1269.00 1229.33 299 -1
435 MAA 1970 1289.42 1288.18 343.43 0
435 MAA 1971 1310.67 1272.98 357.54 0
435 MAA 1972 1332.79 1253.83 338.19 0
435 MAA 1973 1355.79 1238.93 387.58 0
435 MAA 1974 1379.66 1332.81 439.34 0
435 MAA 1975 1404.40 1393.07 490.60 0
435 MAA 1976 1430.07 1511.10 546.48 0
435 MAA 1977 1456.69 1522.36 607.28 0
435 MAA 1978 1485.47 1387.85 635.00 0
435 MAA 1979 1516.46 1390.47 742.22 0
435 MAA 1980 1549.59 1269.38 777.63 0
435 MAA 1981 1584.81 1332.58 807.38 0
435 MAA 1982 1622.14 1170.76 715.88 0
435 MAA 1983 1661.57 1181.58 796.40 0
435 MAA 1984 1703.15 1171.75 815.65 0
435 MAA 1985 1746.92 1171.13 863.56 0
435 MAA 1986 1792.93 1222.65 881.24 0
435 MAA 1987 1841.24 1214.78 897.89 0
435 MAA 1988 1891.89 1218.98 965.96 0
435 MAA 1989 1937.20 1255.98 1099.48 0
435 MAA 1990 1984.45 1239.00 1031.97 0
435 MAA 1991 2041.31 1248.92 1068.90 0
435 MAA 1992 2119.47 1196.97 1055.05 0
435 MAA 1993 2205.24 1322.90 1178.91 0
435 MAA 1994 2279.44 1336.45 1214.23 0
435 MAA 1995 2341.75 1387.51 1284.84 0
435 MAA 1996 2388.86 1398.51 1317.65 0
435 MAA 1997 2444.74 1430.05 1364.32 0
435 MAA 1998 2515.31 1424.85 1370.89 0
435 MAA 1999 2590.52 1486.53 1449.80 0
435 MAA 2000 2667.86 1521.48 1521.48 0
435 MAA 2001 2747.31 1508.73 1535.09 0
435 MAA 2002 2828.86 1502.28 1629.36 0
435 MAA 2003 2912.58 1429.80 1685.80 0
435 MAA 2004 2912.58 1429.80 1845 1
436 NIR 1960 3167.60 1167.43 235.49 0
436 NIR 1961 3253.31 1206.90 248.69 0
436 NIR 1962 3343.01 1236.51 259.34 0
436 NIR 1963 3436.57 1244.71 265.46 0
436 NIR 1964 3533.09 1234.32 264.53 0
436 NIR 1965 3632.69 1279.30 280.63 0
436 NIR 1966 3735.47 1206.71 278.43 0
436 NIR 1967 3841.54 1222.91 282.67 0
436 NIR 1968 3951.02 1212.63 290.05 0
436 NIR 1969 4064.43 1132.32 280.93 0
436 NIR 1970 4181.93 1103.92 288.51 0
436 NIR 1971 4303.26 1069.54 299.83 0
436 NIR 1972 4429.00 1035.77 301.94 0
436 NIR 1973 4559.32 890.90 273.04 0
436 NIR 1974 4694.88 837.65 281.85 0
436 NIR 1975 4836.41 1042.35 375.72 0
436 NIR 1976 4983.70 1134.82 438.35 0
436 NIR 1977 5138.79 1076.42 443.75 0
436 NIR 1978 5294.35 1125.73 494.20 0
436 NIR 1979 5458.82 1184.24 570.97 0
436 NIR 1980 5629.21 1236.04 654.54 0
436 NIR 1981 5805.65 1298.86 749.54 0
436 NIR 1982 5988.39 1245.38 740.27 0
436 NIR 1983 6189.11 1235.50 807.69 0
436 NIR 1984 6388.80 1032.59 731.57 0
436 NIR 1985 6589.05 1038.17 685.27 0
436 NIR 1986 6802.01 1106.57 773.18 0
436 NIR 1987 7015.52 1003.66 743.14 0
436 NIR 1988 7237.32 991.20 755.47 0
436 NIR 1989 7428.27 985.24 765.21 0
436 NIR 1990 7630.25 1001.58 816.65 0
436 NIR 1991 7843.60 947.42 766.57 0
436 NIR 1992 8068.75 908.48 732.18 0
436 NIR 1993 8306.80 868.87 736.55 0
436 NIR 1994 8557.18 857.86 771.93 0
436 NIR 1995 8818.54 839.81 762.96 0
436 NIR 1996 9084.88 805.03 739.92 0
436 NIR 1997 9345.49 833.08 780.05 0
436 NIR 1998 9610.58 883.14 832.74 0
436 NIR 1999 9888.42 883.72 838.55 0
436 NIR 2000 10173.66 807.45 807.45 0
436 NIR 2001 10465.21 832.31 848.85 0
436 NIR 2002 10760.21 826.36 861.65 0
436 NIR 2003 11058.59 834.42 882.70 0
436 NIR 2004 11437.23 806.27 863.07 0
437 CDI 1960 3576.08 1334.00 317.52 0
437 CDI 1961 3700.17 1358.15 315.13 0
437 CDI 1962 3832.41 1391.22 324.31 0
437 CDI 1963 3985.28 1518.62 369.46 0
437 CDI 1964 4148.40 1670.19 431.09 0
437 CDI 1965 4326.84 1547.82 377.41 0
437 CDI 1966 4526.51 1669.70 419.03 0
437 CDI 1967 4744.87 1681.11 435.33 0
437 CDI 1968 4983.74 1824.21 496.81 0
437 CDI 1969 5234.62 1879.67 559.95 0
437 CDI 1970 5503.63 1938.87 628.03 0
437 CDI 1971 5786.47 2040.48 692.21 0
437 CDI 1972 6071.70 2034.88 723.29 0
437 CDI 1973 6351.89 1989.92 761.96 0
437 CDI 1974 6621.72 1916.59 838.90 0
437 CDI 1975 6888.88 2092.57 959.51 0
437 CDI 1976 7150.62 2201.45 1088.96 0
437 CDI 1977 7418.55 2193.14 1167.89 0
437 CDI 1978 7692.40 2369.26 1325.43 0
437 CDI 1979 7972.79 2401.47 1446.49 0
437 CDI 1980 8260.86 2093.85 1399.32 0
437 CDI 1981 8557.97 2091.51 1527.71 0
437 CDI 1982 8865.51 2337.45 1663.54 0
437 CDI 1983 9184.85 2204.23 1717.83 0
437 CDI 1984 9517.24 2169.06 1888.54 0
437 CDI 1985 9863.71 2221.86 2010.43 0
437 CDI 1986 10220.95 2339.09 2000.91 0
437 CDI 1987 10585.12 2300.57 1882.11 0
437 CDI 1988 10956.08 2274.89 1863.94 0
437 CDI 1989 11360.87 2562.59 2065.83 0
437 CDI 1990 11901.01 2346.20 1898.11 0
437 CDI 1991 12420.93 2206.44 1897.11 0
437 CDI 1992 12775.19 2176.77 1937.03 0
437 CDI 1993 13184.87 2079.48 1891.11 0
437 CDI 1994 13669.24 1956.06 1917.05 0
437 CDI 1995 14114.81 2008.74 2022.37 0
437 CDI 1996 14502.74 2065.41 2165.07 0
437 CDI 1997 14830.11 2085.13 2209.07 0
437 CDI 1998 15119.41 2132.67 2276.39 0
437 CDI 1999 15474.94 2174.45 2336.53 0
437 CDI 2000 15865.60 2171.66 2171.66 0
437 CDI 2001 16233.83 2108.56 2606.82 0
437 CDI 2002 16597.69 2060.34 2616.11 0
437 CDI 2003 16962.49 2018.77 2585.20 0
437 CDI 2004 16962.49 2018.77 2830 1
438 GUI 1958 2924.96 2692.63 552 1
438 GUI 1959 2975.42 2692.63 512.19 0
438 GUI 1960 3028.12 3072.13 555.77 0
438 GUI 1961 3083.07 3222.86 566.35 0
438 GUI 1962 3139.99 3098.59 575.82 0
438 GUI 1963 3198.63 3137.19 633.67 0
438 GUI 1964 3259.05 2803.36 575.94 0
438 GUI 1965 3321.30 2864.94 592.34 0
438 GUI 1966 3385.41 2851.14 592.44 0
438 GUI 1967 3451.38 2744.72 603.13 0
438 GUI 1968 3519.25 2723.91 616.52 0
438 GUI 1969 3589.13 2632.96 620.67 0
438 GUI 1970 3661.10 2316.42 612.98 0
438 GUI 1971 3735.15 2370.96 656.26 0
438 GUI 1972 3811.27 2332.51 671.93 0
438 GUI 1973 3889.57 2307.82 700.97 0
438 GUI 1974 3970.16 2376.79 794.18 0
438 GUI 1975 4053.17 2395.58 874.81 0
438 GUI 1976 4138.68 2557.17 985.96 0
438 GUI 1977 4226.77 2431.41 996.22 0
438 GUI 1978 4317.54 2513.49 1097.49 0
438 GUI 1979 4411.13 2460.39 1162.62 0
438 GUI 1980 4507.66 2542.60 1329.38 0
438 GUI 1981 4607.28 2461.25 1415.66 0
438 GUI 1982 4710.11 2471.31 1504.86 0
438 GUI 1983 4816.28 2294.79 1449.10 0
438 GUI 1984 5045.65 2160.68 1410.31 0
438 GUI 1985 5327.14 2104.82 1416.68 0
438 GUI 1986 5504.49 2156.56 1714.26 0
438 GUI 1987 5649.52 2153.34 1712.18 0
438 GUI 1988 5799.59 2260.01 1796.73 0
438 GUI 1989 5954.88 2240.59 1905.87 0
438 GUI 1990 6279.86 2203.70 1951.86 0
438 GUI 1991 6727.34 2162.35 1961.66 0
438 GUI 1992 6988.20 2192.30 1958.47 0
438 GUI 1993 7194.19 2209.02 1973.28 0
438 GUI 1994 7429.48 2131.20 1967.43 0
438 GUI 1995 7681.80 2262.50 2047.43 0
438 GUI 1996 7948.98 2323.43 2192.53 0
438 GUI 1997 8047.56 2392.97 2286.07 0
438 GUI 1998 8176.01 2542.61 2447.47 0
438 GUI 1999 8433.68 2553.28 2500.75 0
438 GUI 2000 8641.97 2546.12 2546.12 0
438 GUI 2001 8716.89 2720.62 2779.34 0
438 GUI 2002 8815.58 2852.96 2957.66 0
438 GUI 2003 9030.22 2887.47 3060.05 0
438 GUI 2004 9229.82 2932.08 3188.78 0
439 BFO 1960 4865.80 767.69 152.47 0
439 BFO 1961 4919.65 653.84 149.11 0
439 BFO 1962 4978.07 676.43 161.15 0
439 BFO 1963 5041.20 657.49 155.32 0
439 BFO 1964 5109.21 659.37 162.67 0
439 BFO 1965 5182.27 646.07 160.27 0
439 BFO 1966 5260.56 635.99 163.90 0
439 BFO 1967 5344.31 681.42 180.77 0
439 BFO 1968 5433.72 695.98 193.41 0
439 BFO 1969 5529.03 693.00 200.59 0
439 BFO 1970 5626.35 690.40 200.25 0
439 BFO 1971 5726.08 668.03 203.26 0
439 BFO 1972 5832.84 713.38 224.14 0
439 BFO 1973 5946.97 691.59 227.47 0
439 BFO 1974 6068.84 702.04 257.62 0
439 BFO 1975 6198.84 692.73 272.14 0
439 BFO 1976 6335.71 692.26 297.94 0
439 BFO 1977 6477.73 725.41 319.70 0
439 BFO 1978 6625.91 701.78 357.73 0
439 BFO 1979 6780.49 715.37 387.37 0
439 BFO 1980 6942.01 751.63 437.54 0
439 BFO 1981 7111.03 795.69 506.72 0
439 BFO 1982 7288.20 806.60 528.31 0
439 BFO 1983 7474.25 766.99 520.56 0
439 BFO 1984 7669.91 740.66 564.63 0
439 BFO 1985 7875.82 784.89 621.82 0
439 BFO 1986 8071.97 813.81 662.96 0
439 BFO 1987 8274.96 861.14 709.58 0
439 BFO 1988 8517.18 884.70 719.27 0
439 BFO 1989 8799.28 874.35 732.40 0
439 BFO 1990 9089.95 827.05 726.75 0
439 BFO 1991 9390.23 865.49 786.53 0
439 BFO 1992 9701.06 855.68 784.50 0
439 BFO 1993 10005.32 829.65 812.37 0
439 BFO 1994 10302.28 852.28 800.10 0
439 BFO 1995 10608.05 823.80 811.59 0
439 BFO 1996 10922.12 819.97 818.75 0
439 BFO 1997 11241.61 843.43 845.42 0
439 BFO 1998 11564.07 837.39 882.17 0
439 BFO 1999 11889.37 909.97 925.06 0
439 BFO 2000 12217.36 933.21 933.21 0
439 BFO 2001 12549.36 945.36 1081.97 0
439 BFO 2002 12886.51 987.41 1139.14 0
439 BFO 2003 13228.46 1070.84 1240.04 0
439 BFO 2004 13658.88 1073.13 1264.44 0
450 LBR 1950 823.88 1028.50 170 1
450 LBR 1951 843.23 1028.50 182 1
450 LBR 1952 863.31 1028.50 185 1
450 LBR 1953 884.14 1028.50 188 1
450 LBR 1954 905.78 1028.50 189 1
450 LBR 1955 928.27 1028.50 193 1
450 LBR 1956 951.64 1028.50 199 1
450 LBR 1957 975.95 1028.50 206 1
450 LBR 1958 1001.23 1028.50 211 1
450 LBR 1959 1027.51 1028.50 213 1
